tweet,label
"@RobertDwyer actually out here, Domino's varies according to City.  When I lived in Huntington Beach, it was awesome.  Here?  Not so much ",negative
Sunny morning ,positive
"Its been sunny all week when I haven't been able to enjoy it, the weekend comes and it's a really horrible day ",negative
@TahiraBellot what's going on...how you been...I swear you need a reality show...MTV &quot;this is your next big hit since the Hills&quot; ,positive
@erdoland We still watch &quot;Christmas at Plum Creek&quot; on the old DVD player every year at Chez Dave. ,positive
CAncer walk tomorrow come by  we will have nachos plus i will be there ,positive
My belly hurts and nothing is helping ,negative
"have an awesome pic, I want to share. But I can't open my twitpic account ",negative
@preep76 sorry i was just trying it out ,positive
On the phone with the chinkiest Asian man  &quot;sheeet thee feeeck uppp&quot;,negative
hates internet connection at the office..it makes my work double tasks! ,negative
Ugghhh!  I hate too much ,negative
"@Stevehoward999 Thanks. We should respond RIA business demand quickly, right ? So I do whatever it takes. ",positive
Having a headache ,negative
@RowanMcBride I read the first page. Kind of depressing. Drunk texting is way more fun. ,positive
"Cuddling with my kittens and kinda wishing we were doing dinner for my roomie, still. ",negative
and away to the 1st floor our cameraman Will goes   ,positive
@LauStack well I will help you if you Help me ,positive
just got back from a party!!  OMG: my parents' bdays are this week!! :O,positive
"I hate horror movies, why is that what all the previews are for when I'm seeing a comedy ",negative
Lil' Kruger's still growing strong  http://bit.ly/TH498,positive
"@ChrisW357 Oh, and LOVE the Doctor Who desktop! I have LOST as mine, but DW pics as the screen saver. Love it! ",positive
Nooo! Did not realise that Nelson had stopped again. Damn it.  #f1,negative
sad. i miss my dad ,negative
isPlayer Has Died! Sorry ,negative
Now I feel like I should watch what I saw or they'll come for me... ,negative
@JensBookPage your life will never be the same! ,positive
nooooooooo!!!!!!!!!!!!! my earphones are dead!!!! How will I hear music now?? today is no my day and my night!!! ,negative
@mynewsdesk You're welcome ,positive
watching the Hills  on mtv.ca,positive
@qabyakacris04 Hey My Love  Wassupp? I MISSS UU ,negative
"@AllyCupcake I knew your song was going to be on, I was at band practice when the show was on  I'm glad it was in the show",negative
I can't find anyone that I know on Twitter ,negative
"ok, i have to turn off all of my twitter device updates until i get a new battery. phone goes from fully charged to dead in about 5 hours ",negative
"@casual_intruder Ah i know, can't believe Gary is going to see Oasis today  i am sooo jealous! well not jealous there gonna get soaked lol",negative
"@karinhoegh @karinhoegh Podcasting isn't necessarely distributing Audio, so there is still a bright future ahead for podcasting ",positive
"@mudoveee That's what I get for trying to juggle school work, two jobs and adequate social life!!! Girls gotta do what a girls gotta do.. ",positive
@MMDetail_Psych nothing.. just trying hard not to think about work tomorrow.    how've you been?,negative
kinda sad tonight.  somebody put me on a guilt trip.  actually that somebody was my brother. that's his way of saying thank you ,negative
can't sleep again ,negative
@CoffeyAnderson no goofball.. that just means you're not young ,positive
"I'm REALLLLLY ready for lunch.  Unfortuntately, it's not time to go yet... ",negative
@untangle LOL hopefully you aren't still regretting it! And the ice-cream sandwiches were delish  heheheh ~mo~,positive
@Logan_fa interesting to see how it's going to tone it down too! LOL! i'm going to miss &quot;Jaywalking&quot; and &quot;headlines&quot; though ,negative
@ahomelessguy227 okay. ugh i want megatron back ,negative
@laurencailin this makes it sound like i did something wrong.  i'm not even part of that race man!,negative
"@ROSAJONAS has got a twitter, what are you waiting for? follow her ",positive
oh greg  i want to hug you.,negative
"@bkenny I'll let the kerryman know, he'll fire endless abuse at you ",positive
@evercode Think of it as &quot;how many times you have ridden the earth around the sun&quot; getting older = honor - like I ridden it more than you ,positive
at home ,negative
"yay i only have 18 mins left to this upload! after 400 mins (and 5th time trying!) wooooo, i'm pumped ",positive
- sort of headachy ,negative
Flu in the summer. Gay in the face. Bed for me I think ,negative
@TawnyHeath I was just trying to give you a dozen roses ,negative
@Kelliekk I'm so jealous! It rained here for a hot second and now it is gone  Thunder was spectacular though. Enjoy it!,negative
"I've lost power three times now today and it's only 9am.  Currently, we're up, but don't know for how long.",negative
Good morning all! @urbaninformer will be on www.92qjams.com at 10am est. Tune in ,positive
@joshroyse aw i'm so sorry!  feel better. let me know if i can bring you anything,negative
@romaiel and @clair_de_lune Oh yeah. But is it Kirk and Spock separately or Kirk and Spock &quot;as a pair&quot;? ,positive
Just made my self a Caesar salad ,positive
"bedtime, school tomorrow, and i still have no books  being broke suckssss",negative
"Cheers @evilwallpaper He's not creepy @xerynx he's an innocent victim, &amp; I don't think they've reached the brain just yet @artransmitte ",positive
"@macgyvor yeaa, outside &amp;' u was inside. we ended up going 2 sum other spot . . . but I tried ",negative
"@Krista_Watson I can't this weekend, sorry  And Steph is working.",negative
My phone line is all different kinds of messed up. ,negative
@tiasam i'm bored  what are you doing right now? ^ ^,negative
Off to do a 'lil shopping in hopes of curing this hangover ,positive
writing a song ,positive
@russelbutt lol ok ok. You can't have too much machine! ,positive
is going to get Wii Music tomorrow lol ,positive
I kicked her out of my band on guitar hero world tour. Now she's mad at me  I need a new drummer. Lol,negative
I hvnt had my sleep!! Meeting up friends for project soon but my eyes are merely open ,negative
@Daily_Pinch It was quite delicious and easy.  I froze one loaf to make a reappearance later in the spring/summer.  ,positive
@stef Just registered that in case ,positive
Link: Palm Pre -&gt; Enable Root Access - How to get root access to Palm Pre? Look this  http://tumblr.com/xrp22388s,positive
@PatriotGams123  Good morning  â« http://blip.fm/~7hrlr,positive
"@jerrymannel got work, but i dont have any other way to kill time. only 4 missions and 6 safe houses ",negative
Just took the Louboutins to the shoe doctor. ,negative
I wish I was going to summer jam.  and I'm hungry as hell now. Need another cookout. I'm gonna have to hit up walmart in a min to cook.,negative
@brownbeautyl EWW I just read ya twitt that was embaa I wasn't being a lady that day  padon the PUcCy hHaa,negative
@richberra CONGRATULATIONS!  I hope it goes well and everyone is healthy and happy ,positive
#Air France confirms Captain &amp; one cabin crew of #AF447 have been identified. Hope they may have a swift journey home to their families ,negative
happy mothers day!  oh and paulson/ the sleeping tonight!  last night wass crazy ,positive
http://twitpic.com/7xu6f - So ready to leave work. Ahhhhhhhhhhhhh! I wish I was in bed ,negative
Actually I'm really missing Fabian  Which is pretty sad since i talked to him like... 2 hours ago! Gosh time flies when you miss someone.,negative
"@joekwon80 mmmm had in n out last night... so good!  Only 3 blocks away, too ",positive
@Sims_Fan I am but that means I now have 2 pcs and a laptop! I'm keeping my old pc - can play other games on it! ,positive
LOL..explain?..@PatsyTravers  we couldn't find you to get masks  ...,negative
"after work and a trip to WalMart, I finally got to bed @ 1:30. Got an early start to create my presentation for this afternoon (finally) ",positive
"GO BUY LVATT, WHENEVER IT COMES OUT IN YOUR COUNTRY! Australia is Friday 19th June! THIS FRIDAY! Go buy it!!!  It will be breath taking..",positive
@Kattasstic it was pretty good actually. lappy is off getting fixed and sun is shining which helps make the day brighter  You?,positive
##Followfriday @AstrologyLesson for esoteric secrets of astrology and informative astrology lessons ,positive
check out this funny movie  http://bit.ly/OcTae,positive
@circeplum In Malaysia it's simply known as 'Butter Prawn'. Definitely worth trying. ,positive
My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!!! ,negative
Sitting on the deck a block from the beach watching the lightning with my baby ,positive
Watched the episode of the goode family written by @franklinson and some dude who doesnt tweet. The racism was based on me. ,negative
Just woke up 20 something minutes ago. Went to bed without dinner ,negative
"I am at home relaxing, just got done cleaning, my weekend was awesome!! ",positive
has a sore patella...I think I may be suffering from chondromalacia again ,negative
At 22:15 someone landed on my blog with 'I'm hitting deep depression and am 16. Help?' ,negative
is not having a good day today. ,negative
@woahitsJana hahaha .i know youre thanking God maybe thats why he gave you the pleasure to be a part of xavier  .,positive
Up my tweeties. TGIF oh wait I work tomorrow. ,negative
I've lost my voice! ,negative
"@reneeholt ahhhh! i had that cardigan in pink in high school! it was my favorite! gah, now i miss it ",negative
"went to the Hyundai asian market on Aurora Road and got some tea, chopsticks and a couple other things  I will go back for sure!",positive
@smudge372 did you see my garden this morning?! Looks like monsoon season   http://yfrog.com/5crp7j,negative
We've got a solid 100 followers. Nice. But more is always better. ,positive
@i_am_joey Coolio! I checked celebritytweets.com! ,positive
@DavidArchie hey david. how are you? what are you doing now? ,positive
Wondering when the art portfolio book will arrive..? Supposed to be delivered in may; a book showcasing art students work. I want it now ,negative
had a good day at work for once...except for the creepy old man ... ,negative
@jaysmiamiheat haha. wait what? school? I'll be there tomorrow  all day ughh,negative
